"Region, development group, country or area",Both 1990,Both 1995,Both 2000,Both 2005,Both 2010,Both 2015,Both 2020,Male 1990,Male 1995,Male 2000,Male 2005,Male 2010,Male 2015,Male 2020,Female 1990,Female 1995,Female 2000,Female 2005,Female 2010,Female 2015,Female 2020
   Zimbabwe,6.083168326701916,3.7791301706526697,3.4516653730569975,3.330596105872326,3.1368367632382737,2.8989676315897293,2.799859004891836,6.862722245264492,4.361050361974643,4.0225113827057175,3.963804397403317,3.7559943554530446,3.4352355948092628,3.3355987935719216,5.31112860409664,3.2101643447183332,2.9046118467907407,2.748636542983955,2.57352410334405,2.4128109498052956,2.310924180505338
  Middle Africa,2.062172899413502,3.1781370470124566,1.847031014721666,1.751613095607966,1.8513619111667476,2.2567043943898786,2.1501519041789137,2.1218784284357968,3.261611749013469,1.91763998526757,1.802565405044156,1.8947273293731668,2.378975132888955,2.2659970804462604,2.0035498227717863,3.0959667547842726,1.7773823993016282,1.7012245437193592,1.8083654527180633,2.1351328156172125,2.034759035881448
   Angola,0.282882435032285,0.2854959823107656,0.2812239009575629,0.32073824289102526,1.4401586008231544,2.2671402412390016,1.9972879184214043,0.30558822870504676,0.2981840155265444,0.2865351999793011,0.3188557047223551,1.4055598458674081,2.2089015320155307,2.038027485614238,0.26008020112192254,0.2728520382582711,0.2759676707289813,0.3225910529710947,1.4740022207221668,2.3241314069487444,1.957393613811605
   Cameroon,2.2577678974499844,1.799935941101107,1.464759702626231,1.4971910644586761,1.432921775254955,2.181894566385228,2.1819180569899705,2.490780531309823,1.9789805070161501,1.6058496811881797,1.6535706700067974,1.5903910578432177,2.158865996385153,2.1560019808579827,2.027405372528014,1.6225481585572927,1.324926585124101,1.3418494510426835,1.275972658107372,2.2048903126366075,2.207850317010844
   Central African Republic,2.3954480999308805,3.0940880551544034,3.3932613837795134,2.387318677291389,2.158424260246446,1.8153771579136428,1.8333400969488365,2.581721475616673,3.334886151173112,3.656554818517646,2.570247279643345,2.3213321170488124,1.9378279996317198,1.9363486521957425,2.214696690169914,2.860015469797179,3.1371552369732707,2.208565768846248,1.9987142931953246,1.695089486218602,1.7320942209332593
   Chad,1.2466691820735338,1.2779168061665933,1.2545397403961438,3.487599327696469,3.489201175288028,3.3092549052790203,3.333122486927472,1.3568998592824555,1.3865909665743095,1.3576328526808576,3.174900665726456,3.133585255555576,3.0623139130219914,3.043205201843376,1.1381935830755883,1.170589803058742,1.1523750430097381,3.7982213303734906,3.8431341910951495,3.555235168943975,3.6221403459333312
   Congo,5.490253485747261,7.077848018047432,9.78058591426799,8.797786227408547,9.94850409641396,8.034071835115183,7.024275782281267,5.550229159673075,7.193044616664214,9.920567811529493,9.647389041576517,10.868317963139752,8.823848712793145,7.668759282005371,5.432237480810825,6.966272691844605,9.644206046243555,7.9628605986306695,9.0376505126371,7.247849002392417,6.380897612599921
   Democratic Republic of the Congo,2.1789942760641297,4.370195678353687,1.5802438891321946,1.1371704548619759,0.9136412599167525,1.0623948744285032,1.0639303957316257,2.1260843049276943,4.3812165182612866,1.5629513088687634,1.1107232277291743,0.8857457295941271,1.0362083495090473,1.02672832482058,2.2305349851556038,4.359399851179792,1.5972542530034397,1.1632892821639873,0.941295350511914,1.088441225712089,1.1010154637446747
   Equatorial Guinea,0.6536446654007272,0.7305220948209225,0.7451582038338447,0.8789543271956848,0.9175109151795177,17.93731681749139,16.43766683179079,0.7042592058455918,0.7673498598493131,0.7613946816867723,0.8959343584793248,0.922086244475566,25.004721464551867,22.773008021733002,0.6037846643430823,0.6927540132026927,0.7276603474809515,0.8597503767094079,0.9120512087467664,9.201112155058755,8.496880044329872
   Gabon,13.500678783308565,15.80043707042991,17.456704432498967,16.81521700046744,16.67516343974002,19.442827143950012,18.719762702360757,15.716749683718993,18.293435686789447,20.15162960037883,19.428841778905195,19.310808113752195,24.578985734464844,23.65988909426987,11.368680335423184,13.37862712212424,14.795584866096275,14.20069739741871,13.976172376406664,14.113378646850633,13.598914421973621
